text,intent
I have to inform of an error with online payment,payment_issue
help to check the damn current status of the restitution,track_refund
how to see the shipment options,delivery_options
i have to report a problem with online payments,payment_issue
what do i have to do to report a bloody issue with payments,payment_issue
I do not know what to do to see the cancellation charges,check_cancellation_fee
I  want help checking the early exit penalties,check_cancellation_fee
where can I check the bloody cancellation penalties?,check_cancellation_fee
cfan you help me speak to customer service?,contact_customer_service
I want help to see the cancellation charges,check_cancellation_fee
see in what situations can I request refunds,check_refund_policy
assistance informing of an error with onlinepayment,payment_issue
I don't know what I need to do to notify of a payment issue,payment_issue
I have got to see what delivery methods you offer,delivery_options
I don't know how to talk to customer service,contact_customer_service
I want assistance checking the early termination fees,check_cancellation_fee
assistance seeing at what time I can call customer support,contact_customer_service
in what situations can I ask for reimbursements?,check_refund_policy
need assistance to see the withdrawal fee,check_cancellation_fee
where can i inform of a paymen error,payment_issue
want helpp checking the termination penalties,check_cancellation_fee
I want to speak with customer esrvice,contact_customer_service
can you help me canceling purchase {{Order Number}}?,cancel_order
I'm waiting for a  compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
help to check in what situations can I request a refund,check_refund_policy
can i place a damn order from {{Delivery Country}},delivery_options
"I have got to see the current status of my refund, help me",track_refund
assistance to cancel order {{Order Number}},cancel_order
I'm trying to check how long reimbursements take,check_refund_policy
I need assistance checking the status of the restitution,track_refund
i want help to cancel purchase {{Order Number}},cancel_order
I do not know how I can see what options for delivery I have,delivery_options
help seeing in what situations can I request to be refunded,check_refund_policy
check the goddamn early exit charges,check_cancellation_fee
can ushow me the early exit charge,check_cancellation_fee
can i place an order frim {{Delivery Country}},delivery_options
I cannotcheck your money back policy,check_refund_policy
I do not know how I can correct my shgipping address,change_shipping_address
do you have a mail to get in touch with cusomer assistance?,contact_customer_service
notifyu of payment issues,payment_issue
I want supports correcting my shipping address,change_shipping_address
can I check if there are any news on my reimbursement?,track_refund
i need help to change the delivery address,change_shipping_address
I want help to check the early termination charge,check_cancellation_fee
inform of payment problems,payment_issue
is it possible to place na order from {{Delivery Country}},delivery_options
can uhelp me seeing in which cases can i sak for a refund,check_refund_policy
I do not know how I can check the cancellation charges,check_cancellation_fee
can I see in what cases can I request an reimbursement?,check_refund_policy
help me solving troubles with payments,payment_issue
I want assistance to check the termination peenalty,check_cancellation_fee
i dont know how i can see the options for shipping,delivery_options
assistance to check ur refund pollicy,check_refund_policy
I need assistance to talk with damn customer service,contact_customer_service
"I purchased some articles, cancel order {{Order Number}}",cancel_order
i try to talk with customer assistance,contact_customer_service
"I have to edit the address, I need assistance",change_shipping_address
want help tyo modify my shipping address,change_shipping_address
where do i see the termination penalties,check_cancellation_fee
help me check in what cases can I ask to be refunded,check_refund_policy
I'm waiting for a ocmpensation of {{Refund Amount}} dollars,track_refund
I have to see at what time I can reach customer assistance,contact_customer_service
I am waiting for a restitution of {{Refund Amount}} dollars,track_refund
i do not know how to edit my delivery address,change_shipping_address
i do not know what to do to check the shipping options,delivery_options
I have to check in what cases can I request reimbursements,check_refund_policy
assistance to check the termination fee,check_cancellation_fee
help checking in which cases can I request reimbursements,check_refund_policy
I want assistance canceling order {{Order Number}},cancel_order
i bought something i wanna cancel order {{Order Number}},cancel_order
what do I have to do to see the early exit fee?,check_cancellation_fee
I expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
I have a problem with the shipment options,delivery_options
help seeing at what time I can reach customer service,contact_customer_service
I want help cancelling order {{Order Number}},cancel_order
I need help with cancelling purhase {{Order Number}},cancel_order
find information about modifying the shipping address,change_shipping_address
i cant check ur moeny back guarantee,check_refund_policy
find information abou changing the address,change_shipping_address
need assistance to cancel order {{Order Number}},cancel_order
i dont khow how to cancel order {{Order Number}},cancel_order
where can I see what methods for delivery are available?,delivery_options
help me see in what cases can i request to be  reimbursed,check_refund_policy
"I cannot find the termination penalties, I need assistance",check_cancellation_fee
I would like to see the termination fee,check_cancellation_fee
what time can I get in touch with customer assistance?,contact_customer_service
I need assistance to report troubles with online payment,payment_issue
want assistance seeing the delivery options,delivery_options
would it be possible to check what shipping options I have?,delivery_options
help me see in what cases can I request a refund,check_refund_policy
i need help to notify of an issue with payment,payment_issue
can uhelp me report problems with payments,payment_issue
I do not know what I need to do to track the restitution,track_refund
where do I see what hours I can call customer service?,contact_customer_service
want help to know if there are any updates on my restitution,track_refund
I can't find the damn cancellation penalty,check_cancellation_fee
want help canceling purchase {{Order Number}},cancel_order
how can i find information about correcting the address,change_shipping_address
i expect a compensqtion of {{Refund Amount}} dollars,track_refund
is it possible toorder from {{Delivery City}},delivery_options
I try to talk to customer support,contact_customer_service
check cancellation fees,check_cancellation_fee
I want assistance to see what shipping options are available,delivery_options
how could I check if there are any news on the refund?,track_refund
"I need to check the shipping methods, can I get some help?",delivery_options
need to see in what situations can i ask for a reimbursement,check_refund_policy
information about a delivery address modification,change_shipping_address
I want assistance to check the early exit penalty,check_cancellation_fee
assistance checking in what cases can I request a refund,check_refund_policy
"I entered a wrong delivery address, help me editing it",change_shipping_address
i do not know how i can cancel order {{Order Number}},cancel_order
how do I check the options for shipment?,delivery_options
i have a trouble updating my addrses,change_shipping_address
I'm trying to inform of an issue with payments,payment_issue
i want assistance to chexk the early exit penalties,check_cancellation_fee
do you ship to {{Delivery City}}?,delivery_options
I need assistance canceling order {{Order Number}},cancel_order
i dont know what to do to talk to customer support,contact_customer_service
what do I need to do to see the compensation current status?,track_refund
I need assistance to correct my delivery address,change_shipping_address
i have got to track my refund,track_refund
I try to check in which situations can I request refunds,check_refund_policy
I need help cancelnig purchase {{Order Number}},cancel_order
I want help to cancel purchase {{Order Number}},cancel_order
give me information about the shipping methods,delivery_options
i want help trying to change the address,change_shipping_address
assistancesolving a trouble with payment,payment_issue
where to cancel purchase {{Order Number}},cancel_order
help knowing if there is anything wrong with the restitution,track_refund
how to inform of a damn problem with online payments?,payment_issue
I don't know what to do to see the cancellation fee,check_cancellation_fee
i have to see ur refund policy will ya herlp me,check_refund_policy
need assistance to check in what cases can i request refunds,check_refund_policy
is it possible to place an order from {{Delivery City}}?,delivery_options
canceling purchase {{Order Number}},cancel_order
I want assistance updating my delivery address,change_shipping_address
I'm waiting for a rebate of {{Refund Amount}} dollars,track_refund
"I have entered a wrong address by mistake, how do I edit it?",change_shipping_address
help to see in what cases can I request  to be refunded,check_refund_policy
help checking in which situations can I ask to be reimbursed,check_refund_policy
i try to see how long reimbursements take,check_refund_policy
show me in which cases can I request to be reimbursed,check_refund_policy
want assistance to cancel order {{Order Number}},cancel_order
help me check what delivery options you offer,delivery_options
assistance modifying the address,change_shipping_address
is it plssible to order from {{Delivery Country}}?,delivery_options
camceling order {{Order Number}},cancel_order
i want help to check in what cases can i ask for a reufnd,check_refund_policy
where can i see the termniation penalty,check_cancellation_fee
"I can't pay, where do I report errors with payment?",payment_issue
i haqve to see at what time i can contact customer service,contact_customer_service
I want assistance to see the early exit penalty,check_cancellation_fee
I can no longer afford purchase {{Order Number}},cancel_order
how can i inform of problems with online payment,payment_issue
help me know if there are any news on my compensation,track_refund
I don't know what I need to do to see the termination fees,check_cancellation_fee
I want to report an error with payment,payment_issue
wanna check in which cases can i ask for refunds,check_refund_policy
see in what situations can I ask for refunds,check_refund_policy
under which circumstances can I request refunds?,check_refund_policy
shipnents to {{Delivery Country}},delivery_options
can ushow me in which situations can i ask for refunds,check_refund_policy
notifying of payment problem,payment_issue
can I edit my delivery address?,change_shipping_address
I don't know how I can see your refund policy,check_refund_policy
can ushow me ur refund policy,check_refund_policy
wanna see how long refunds take help me,check_refund_policy
I no longer want order {{Order Number}},cancel_order
can you help me check the status of my compensation?,track_refund
I am waiting for a reimbursement of {{Refund Amount}} dollars,track_refund
i do not know how i can see the reimbursement current status,track_refund
"I can't pay, assistance notifying of an issue with payment",payment_issue
i need support trying to correct the shipping address,change_shipping_address
i want help to see what hours i can call custmer service,contact_customer_service
could I see in what situations can I ask for reimbursements?,check_refund_policy
I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
"I have got to see your refund policy, how could I do it?",check_refund_policy
I want help to report an error with payments,payment_issue
problem with cancelling order {{Order Number}},cancel_order
I want help seeing in which situations can I request refunds,check_refund_policy
help checking what hours customer support available is,contact_customer_service
I want help reporting payment problems,payment_issue
I need help notifying of a trouble with online payments,payment_issue
I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},track_refund
can uhelp me check the compensation current status,track_refund
help me to call customer support,contact_customer_service
i expect a rebate of {{Refund Amount}} dollars,track_refund
check in what cases can I request to be reimbursed,check_refund_policy
I'd like to see how long refunds  take help me,check_refund_policy
I need to check the cancellation charge,check_cancellation_fee
help solving a goddamn error with online payments,payment_issue
need help to cancel purchase {{Order Number}},cancel_order
help me check your money bck guarantee,check_refund_policy
is it plssible to order from {{Delivery Country}}?,delivery_options
can you help me seeing the termination fees?,check_cancellation_fee
I don't know how I can report problems with payment,payment_issue
i want help to see the rebate status,track_refund
can you help me canceling order {{Order Number}}?,cancel_order
how do I report a problem with payments?,payment_issue
i need help with canceling orer {{Order Number}},cancel_order
could you help me check your money back guarantee?,check_refund_policy
I don't know what to do to check the termination fee,check_cancellation_fee
can you help me to report a trouble with payments?,payment_issue
is it possible to place an order from {{Delivery Country}},delivery_options
i haev issues correcting my address,change_shipping_address
"my card did not work, I want to report issues with payments",payment_issue
i want help speaking to customer support,contact_customer_service
"I want to see the cancellation penalty, help me",check_cancellation_fee
hsipping to {{Delivery Country}},delivery_options
"I have to see your money back policy, I need help",check_refund_policy
Iexpect a restitution of {{Refund Amount}} dollars,track_refund
help me check the cancellation charge,check_cancellation_fee
"I want to see your money back guarantee, can you help me?",check_refund_policy
I want help notifying of troubles with online paymnet,payment_issue
I do not know what to do to cancel purchase {{Order Number}},cancel_order
give me information about the options for shipping,delivery_options
cancelling order {{Order Number}},cancel_order
I try to check in what casescan I request a reimbursement,check_refund_policy
I need help seeing in what cases can I ask to be reimbursed,check_refund_policy
I don't know how I can cancel purchase {{Order Number}},cancel_order
I need to see how long reimbursements take,check_refund_policy
change shipping address,change_shipping_address
"I want to speak with damn customer support, help me",contact_customer_service
i want assistance talking to customer service,contact_customer_service
can you help me correct my goddamn shipping address?,change_shipping_address
see what hours i can reach customer service,contact_customer_service
how do I speak with customer service?,contact_customer_service
I don't know how I can see your money back guarantee,check_refund_policy
I'm waiting for an rebate of {{Refund Amount}} dollars,track_refund
"I have to see in what cases can I request refunds, help me",check_refund_policy
i want assistance cancelling order {{Order Number}},cancel_order
i have a problem with cancelling order {{Order Number}},cancel_order
do you shp to {{Delivery City}}?,delivery_options
give me information about modifying the address,change_shipping_address
I need help to cancel purchase {{Order Number}},cancel_order
help me seeing in what cases can I request a reimbursement,check_refund_policy
I want to check in which situations can I ask to be refunded,check_refund_policy
want assistance to change my delivery address,change_shipping_address
are there any cancellation charges?,check_cancellation_fee
I am trying to talk with customer support,contact_customer_service
assistance with canceling order {{Order Number}},cancel_order
can I see the shipping options?,delivery_options
i need assistance solving errors with payment,payment_issue
help to see the early termination penalties,check_cancellation_fee
where do i see the early termination fees,check_cancellation_fee
want assistance notifying of errors with payments,payment_issue
check under what circumstances can i request a reimbursement,check_refund_policy
help me speaking with damn customer service,contact_customer_service
i want help notifying of a problem with online payments,payment_issue
I expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
I need assistance seeing the damn early exit charges,check_cancellation_fee
i want help to cancel order {{Order Number}},cancel_order
could i place an orde from {{Delivery Country}},delivery_options
"I have to contact customer assistance, how can I do it?",contact_customer_service
i have got to check the terminatiln penalties how to do it,check_cancellation_fee
can I check in what cases can I request a reimbursement?,check_refund_policy
i expect a damn restitution of {{Refund Amount}} dollars was it processed,track_refund
want asistance canceling order {{Order Number}},cancel_order
I don't know how I can chek the early exit charge,check_cancellation_fee
where can I report a problem with online payments?,payment_issue
I don't know how I can check the withdrawal fees,check_cancellation_fee
I have got to report payment problems,payment_issue
help me seeing what hours I can call customer service,contact_customer_service
how to cancel the purchase i made,cancel_order
"I have got to see how long refunds usually take, I need help",check_refund_policy
i do not know how to cancel purchase {{Order Number}},cancel_order
question about canceling purchase {{Order Number}},cancel_order
how to report a problem with payment,payment_issue
i want assistance to cancel order {{Order Number}},cancel_order
can uhelpme informing of a problem with payments,payment_issue
support updating my address,change_shipping_address
I'm waiting for a  compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
can you help me notifying of an issue with payment?,payment_issue
how do i cancel order {{Order Number}},cancel_order
can i place an order from {{Delivery Country}},delivery_options
errors editing shipping address,change_shipping_address
deliverids to {{Delivery Country}},delivery_options
"I need to see in which cases can I request refunds, help me",check_refund_policy
I do not know how to contact cutomer support,contact_customer_service
I am calling to see what delivery methods you offer,delivery_options
can you give me information about editibg the address?,change_shipping_address
I canno longer afford purchase {{Order Number}},cancel_order
I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
I don't know how I could see the early termination penalties,check_cancellation_fee
I want help to check if there is anything new on my rebate,track_refund
where can I iinform of errors with online payment?,payment_issue
I am trying to check your bloody reimbursement policy,check_refund_policy
can ya help me seeing if there is anything new on the refund,track_refund
I have  got to see the termination charges,check_cancellation_fee
I need help checking the options for shipping,delivery_options
help me to check how long reimbursements usually take,check_refund_policy
can you help me to inform of problems with payment?,payment_issue
help to see what shipping options you offer,delivery_options
where to correct my delivery address,change_shipping_address
any news on my bloody reimbursement,track_refund
I want support trying to modify the address,change_shipping_address
I would like to see in which cases can I ask to be refunded,check_refund_policy
I need help cancelling oredr {{Order Number}},cancel_order
need assistance to see in what cases can i ask for refunds,check_refund_policy
I have to report troubles with payment,payment_issue
do you deliver to {{Delivery City}} ?,delivery_options
how to inform of payment errors?,payment_issue
help me seeing in which situations can I request a refund,check_refund_policy
i want help seeing the early exit penalties,check_cancellation_fee
I need help seeing the termination fees,check_cancellation_fee
is it possible to order from {{Delivery City}} ?,delivery_options
I want assistance to inform of problems with payment,payment_issue
where can I cancel purchase {{Order Number}}?,cancel_order
i have got to check what shipment methods uoffer help me,delivery_options
is it possible to see the cancellation fees?,check_cancellation_fee
I need assistance to omdify my address,change_shipping_address
I want to know more about correcting the delivery address,change_shipping_address
hw to report troubles with payment?,payment_issue
wanna inform of errors with online payment can uhelp me,payment_issue
help me seeing what goddamn shipping methods are there,delivery_options
"I have to report an issue with online payments, help me",payment_issue
i have got to see ur refund poliicy,check_refund_policy
i do not know how to see the cancellation penalty,check_cancellation_fee
can I check the damn delivery methods?,delivery_options
I do not know how to see the withdrawal charges,check_cancellation_fee
can i check in which cases can i request reimbursements,check_refund_policy
help me check what shipping methods are available,delivery_options
help me checking what hours I can call customer support,contact_customer_service
where can I inform of problems with payment?,payment_issue
help to see if there is anything wrong with the refund,track_refund
i try to see in what cases can i ask for a refund,check_refund_policy
check under what circumstances can i request refunds,check_refund_policy
I need assistance cancelling order {{Order Number}},cancel_order
i dont know how i can notify of a trouble with payments,payment_issue
what do I have to do to cancel purchase {{Order Number}}?,cancel_order
I'd like to see ur money back guarantee how to do it,check_refund_policy
contactcustomer service,contact_customer_service
what is your customer service phone number?,contact_customer_service
is it possibleto place an order from {{Delivery City}},delivery_options
I need assistance solving a trouble with payment,payment_issue
help with canceling purchase {{Order Number}},cancel_order
need help seeing my rebate status,track_refund
I do not know what to do to see the shipment methods,delivery_options
assistance to solve issues with online payment,payment_issue
help to check what hours I can call customer service,contact_customer_service
i need help sollving a trouble with payments,payment_issue
I want assistance trying to correct the address,change_shipping_address
"I want to see the options for shipment, help me",delivery_options
i need help seeing the cancellation charge,check_cancellation_fee
where do I report an issue with payments ?,payment_issue
I am trying to see in what situations can I ask for a refund,check_refund_policy
where do I see if there are any updates on the refund?,track_refund
I expect an restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
check in which situations can i ask for a reimbursement,check_refund_policy
i do not know how to inform of a trouble withpayments,payment_issue
tell me more abou editing my address,change_shipping_address
i do not know how i can cancel order {{Order Number}},cancel_order
is it possible to place an order from {{Delivery Country}},delivery_options
I want assistance to check how long refunds usually take,check_refund_policy
how to contact customer assistance?,contact_customer_service
I do not know what to do to report an error with payments,payment_issue
could I check in what cases can I ask to be reimbursed?,check_refund_policy
help to edit the delivery address,change_shipping_address
where can I get information about modifying the address?,change_shipping_address
what is your customer assistance number?,contact_customer_service
I try to modify my shipping address,change_shipping_address
canmcel order {{Order Number}},cancel_order
I have a trouble correcting the address,change_shipping_address
I need assistance canceling purchase {{Order Number}},cancel_order
help me to notify of a trouble with payments,payment_issue
want help correcting my address,change_shipping_address
shipping to {{Delivery Country}},delivery_options
I need to check in which situations can I requst a refund,check_refund_policy
i need assistance to correct the shipping address,change_shipping_address
i want help to see the termination charges,check_cancellation_fee
I expect an compensation of {{Refund Amount}} dollars,track_refund
can ya help me to inform of an problem with payment,payment_issue
I can't check if there is anything wrong with my rebate,track_refund
how do I check at what time I can call customer assistance?,contact_customer_service
shipping to {{Delivery Country}},delivery_options
I have problems with canceling purchase {{Order Number}},cancel_order
help me check in which situations can i ask to be refunded,check_refund_policy
can you help me to see what options for delivery I have?,delivery_options
I expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
I want help checking what methods for delivery are available,delivery_options
show me under which circumstances can i ask to be reimbursed,check_refund_policy
how do i check what hours i can call customer assistance,contact_customer_service
I have problems editing the shipping address,change_shipping_address
where can i check what hours i can reach customer assistance,contact_customer_service
I am trying to talk with custojer service,contact_customer_service
i do not know what to do to report an issue withpayment,payment_issue
help changimg my address,change_shipping_address
can I check what hours I can reach customer assistance?,contact_customer_service
I don't know how I could modify my address,change_shipping_address
"I expect a restitution of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund
i want help solving issues with online payment,payment_issue
"the payment failed, how to report an error with payment?",payment_issue
see how long refunds usually take,check_refund_policy
need help checking what hours customerservice available is,contact_customer_service
can I see under what circumstances can I request a refund?,check_refund_policy
want help seeing in which cases can I requesr a refund,check_refund_policy
I am waiting for a rebate fo {{Refund Amount}} dollars,track_refund
I'm waiting for a restitution of {{Refund Amount}} dollars,track_refund
there are problems trying to modify the shipping address,change_shipping_address
"I need to talk to customer support, how do I do it?",contact_customer_service
how can I check the status of the restitution?,track_refund
I do not know how to contact customer service,contact_customer_service
I want help cancellkng purchase {{Order Number}},cancel_order
help reporting troubles with payments,payment_issue
I need help to report a bloody error with payment,payment_issue
I'm waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
can you show me the termination fees?,check_cancellation_fee
can ya help me to inform of a problem with payment,payment_issue
help to see at what time i can reach customer support,contact_customer_service
how could I check your money back guarantee?,check_refund_policy
I expect a reimbursmeent of {{Refund Amount}} dollars,track_refund
want assistance to reporta payment error,payment_issue
I try to see my restitution status,track_refund
help me solve payment problems,payment_issue
correct delivery address,change_shipping_address
talk with customer support,contact_customer_service
I have got to see what hours I can reach customer service,contact_customer_service
I do not know how I can see the cancellation fees,check_cancellation_fee
i have to check if there are any news on the restitution,track_refund
I am waiting for a compensation of {{Refund Amount}} dollars,track_refund
i need supports correcting the address,change_shipping_address
I need help notifying of a problem with payment,payment_issue
I'm waiting for a restitution of {{Refund Amount}} dollras,track_refund
"I want to see what shipping options I have, how can I do it?",delivery_options
can I see in which cases can I ask for a reimbursement?,check_refund_policy
can you help me check in which cases can I ask for refunds?,check_refund_policy
supports editnig my delivery address,change_shipping_address
can you help me cancel order {{Order Number}}?,cancel_order
where do I cancel purchase {{Order Number}}?,cancel_order
error editing shipping address,change_shipping_address
could ya help me see the goddamn cancellation charge,check_cancellation_fee
help to see in which casescan i request reimbursements,check_refund_policy
how could I report trfoubles with payment?,payment_issue
assistance to inform of a trouble with online payments,payment_issue
what do i needto do to see the early termination fee,check_cancellation_fee
i cant pay for order {{Order Number}},cancel_order
how do I report troubles with payments?,payment_issue
I try to see what delivery methods I can choose,delivery_options
I'm waiting for a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
can I check in which cases can I ask for a reimbursement?,check_refund_policy
is it possible to place an order from {{Delivery City}}?,delivery_options
"I want to check the goddamn rebate status, how to do it?",track_refund
can you help me to cancel purchase {{Order Number}}?,cancel_order
need to see at what time customer assistance available is,contact_customer_service
I need to see in what situations can I ask to be refunded,check_refund_policy
withdrawal hcarge,check_cancellation_fee
there is an issue trying to change my shipping address,change_shipping_address
i dont know how i can check my refund current status,track_refund
assistance to see if there are any news on the reimbursement,track_refund
"I ordered some products, how to cancel purchase {{Order Number}}?",cancel_order
I have problems with cancelling purchase {{Order Number}},cancel_order
help me cancel purchase {{Order Number}},cancel_order
how can I inform of a trouble with payhments?,payment_issue
can I place an order from {{Delivery City}}?,delivery_options
help me to talk to customer support,contact_customer_service
i xepect a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
can ya help me notify of an issue with payment,payment_issue
"I expect a refund of {{Refund Amount}} dollars, has it been processed?",track_refund
help me check what delivery options I have,delivery_options
I don't know how to cancel purchase {{Order Number}},cancel_order
how to see if there is anything wrong with my restitution?,track_refund
I need help to report a trouble with online payment,payment_issue
i want assistance to notify of problems with online payments,payment_issue
I want help to check what shipping methods you offer,delivery_options
deliverids to {{Delivery Country}},delivery_options
i want information about a shipping address modification,change_shipping_address
I need help to inform of errors with online payment,payment_issue
help me seeing what methods for delivery I can choose,delivery_options
where do I see what fucking shipment methods are there?,delivery_options
help checking what hours I can contact customer assistance,contact_customer_service
how can I check what hours I can reach customer service?,contact_customer_service
how could I cancel purchase {{Order Number}}?,cancel_order
help me seeing what hours customer support available is,contact_customer_service
inform of ikssue with online payment,payment_issue
what is the customer support working hours?,contact_customer_service
want assistance checking the restitution status,track_refund
I try to update my address,change_shipping_address
i expect a rebate of {{Refund Amount}} dollars,track_refund
what do I need to do to update the delivery address?,change_shipping_address
i need assistance tospeak with fucking customer support,contact_customer_service
assistance to see the delivery methods,delivery_options
can I check what shipping methods I have?,delivery_options
help cancelling my bloody purchase,cancel_order
I do not want purchase {{Order Number}},cancel_order
I need assistance with a shipping address update,change_shipping_address
i have to check in which cases can i ask for a reimbursement,check_refund_policy
I need assistance to check the shipping methods,delivery_options
wannaspeak with customer service can ya help me,contact_customer_service
I'm waiting for a reimbursement of 1499dollars,track_refund
need assistance seeing the withdrawal charge,check_cancellation_fee
assistance seeing in which cases can I request my money back,check_refund_policy
help me see at what time I can call customer service,contact_customer_service
is it possible to place an order from {{Delivery City}} ?,delivery_options
i have problems trying to edit the delivery address,change_shipping_address
i have to see what hours customer support available is,contact_customer_service
i need assistance to report problems with online payments,payment_issue
canceling order,cancel_order
I need to check my goddamn restitution status,track_refund
there are errors trying to change the shipping address,change_shipping_address
could I check what shipment options you offer?,delivery_options
I'm waiting for a rebateof {{Currency Symbol}}{{Refund Amount}},track_refund
give me information about updating my delivery address,change_shipping_address
help to see in what situations can I ask to be refunded,check_refund_policy
"I have got to see how long refunds take, will you help me?",check_refund_policy
can you help me to speak to customer support?,contact_customer_service
I am waiting for a refund of {{Refund Amount}} dollars,track_refund
"I put the old address by mistake, how do I modify it?",change_shipping_address
I want assistance seeing what shipping options you offer,delivery_options
help me check in what situations can I ask to be reimbursed,check_refund_policy
want assistance solving a payment issue,payment_issue
problem with canceling purchase {{Order Number}},cancel_order
help seeing your money back  policy,check_refund_policy
how to report errors with payment,payment_issue
"I cannot find the termination fees, I need assistance",check_cancellation_fee
help me seeing what shipment methods are available,delivery_options
I try to see what shipping options I have,delivery_options
I don't know how I can talk with customer assistance,contact_customer_service
I want to check what shipment methods you offer,delivery_options
"I cannot pay, I want to report bloody problems with payment",payment_issue
i exepct a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
"I can't afford purchase {{Order Number}}, I need help canceling it",cancel_order
assistance with canceling oreder {{Order Number}},cancel_order
withrdawal penalty,check_cancellation_fee
calling customer assistance,contact_customer_service
is it possible to order from {{Delivery City}} ?,delivery_options
want help updating my address,change_shipping_address
show cancellation charges,check_cancellation_fee
I need help checking th cancellation fees,check_cancellation_fee
i need assistance to cancel order {{Order Number}},cancel_order
i chose a wfong fucking address i wanna correct it,change_shipping_address
I have to see whay hours I can call customer support,contact_customer_service
I'm waiting for a reimbursement of 1200dollars,track_refund
how can I see what options for delivery I can choose?,delivery_options
problems with canceling purchase {{Order Number}},cancel_order
need to report a payment error,payment_issue
help me check thee early termination penalties,check_cancellation_fee
i cannot make a transfer help to report damn payment issues,payment_issue
i expect a compensqtion of {{Refund Amount}} dollars,track_refund
where can I cancel purchase {{Order Number}}?,cancel_order
d uship to {{Delivery City}},delivery_options
how do i notify of a problem with online payments,payment_issue
can uhelp me to inform of  issues with payments,payment_issue
I need assistance to see your refund policy,check_refund_policy
"I have to check the rebate status, I need assistance",track_refund
i have got to check the early exit fee can uhelp me,check_cancellation_fee
can i call customer assistance,contact_customer_service
I need information about correcting the shipping address,change_shipping_address
help me check in which casesx can I ask for reimbursements,check_refund_policy
I want help seeing what delivery options are there,delivery_options
there is a problem trying to modify the delivery address,change_shipping_address
i can no longer pay for purchase {{Order Number}},cancel_order
do ya ship to {{Delivery Country}},delivery_options
have problems wth cancelling order {{Order Number}},cancel_order
help informing of a fucking payment problem,payment_issue
help me editing the shipping address,change_shipping_address
I don't know what I need to do to speak to customer support,contact_customer_service
check restitution current status,track_refund
is it possible to talk to damn customer support?,contact_customer_service
can ya help me checking what methds for delivery ya offer,delivery_options
have problems with a shipping address update,change_shipping_address
need assistance modifying the delivery address,change_shipping_address
how do I see the withdrawal charges?,check_cancellation_fee
I want assistance to inform of a problem with payment,payment_issue
assistance checking my reimbursement current status,track_refund
"I bought something, help me cancel purchasae {{Order Number}}",cancel_order
could you help me talking with customer assistance?,contact_customer_service
I expect a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
is it possible to ordet from {{Delivery Country}},delivery_options
can ya  help me to speak with customer assistance,contact_customer_service
i have anissue modifying my address,change_shipping_address
want help to solve a payment error,payment_issue
hpw to call customer service?,contact_customer_service
can you help me notifying of errors with online payment?,payment_issue
do uship to {{Delivery City}},delivery_options
my card was declined report payment issues,payment_issue
"the payment failed, I need assistance to notify of issues",payment_issue
"I need to see your refund policy, can you helpme?",check_refund_policy
I want assistance cancelling purchase {{Order Number}},cancel_order
where do i check the withdrawal charges,check_cancellation_fee
I want to report errors with payment,payment_issue
assistance to report a problem with payments,payment_issue
I want to see how long refunds take,check_refund_policy
in which cases can I ask for my money back?,check_refund_policy
I try to check in what situations can I ask for refunds,check_refund_policy
i expect a rebate of {{Currency Symbol}}{{Refund Amount}} was it processed,track_refund
I need help checking if there are any updates on the rebate,track_refund
will ushow me the early terminarion charges,check_cancellation_fee
d uship to {{Delivery City}},delivery_options
help seeing in which situations can I request refunds,check_refund_policy
I want assistance checking how long refunds uaually take,check_refund_policy
there are errors trying to correct my address,change_shipping_address
i try to speak with customer support,contact_customer_service
need help checking the current status ofv the compensation,track_refund
assistance to cancel purchased {{Order Number}},cancel_order
I want help speaking to customer service,contact_customer_service
wanna see the withdrawal charges how can i do it,check_cancellation_fee
I want assistance to see your damn money back guarantee,check_refund_policy
want help to see ur money back policy,check_refund_policy
I don't know how I can speak with customer service,contact_customer_service
I do not know what to do to call customer service,contact_customer_service
help to see your money back guarantee,check_refund_policy
what do I have to do to change the address?,change_shipping_address
where to modify my delivery address?,change_shipping_address
check delivery options,delivery_options
I don't know how I can notify of a problem with payments,payment_issue
what is your money back guarantee?,check_refund_policy
i want assistance to inform of issues with onlinbe payments,payment_issue
will you tell me what hours I can contact customer support?,contact_customer_service
how can I find information about a delivery address change?,change_shipping_address
"the address changed, I need assistace editing it",change_shipping_address
I have issues trying to edit my delivery address,change_shipping_address
how do i see the early exit charges,check_cancellation_fee
need support tryinmg to change the address,change_shipping_address
